No;Tweet;Sentiment
1551;W końcu zrobiłam tatuaż , który jest powiązany z Jusem ;happy
1552;Rozdział zamknięty !!! #dumna #szczęśliwa;happy
1553;IDĘ NA IMPREZĘĘĘĘĘ #szczęśliwa;happy
1554;powiem wam że już zapomniałam jakie ff są rozpierdalająco nielogiczne   #szczęśliwa (twarz ze łzami radości x 2);happy
1555;#naswoim nie ma co narzekać na brak #praca - czym więcej tym lepiej :D więc jestem #szczęśliwa :D;happy
1556;Radość jest zaraźliwa, więc dziękujemy za jej dodatkową dawkę z samego rana :).;happy
1557;Grunt to dobry humor :).;happy
1558;W końcu w domku :-) #Urodzinki #Szczęśliwa #MiłyDzień #happy #birtday #greatday #love;happy
1559;It's a Boy!!!! Będziemy mieli Synka!!!! #synekwdrodze #przyszłamama #szczęśliwa (ciemnoczerwone serce x 4, rodzina, uśmiechnięta buzia z oczami w kształcie serduszek);happy
1560;Dzisiaj i wczoraj to dwa moje najlepsze dni w życiu Chyba mogę umierać? #szczęśliwa;happy
1561;Poczytam książkę na dworzu a teraz czas na obiadek (twarz z gestem OK. x 2);neutral 
1562;serce mi stanęło myślałam że się rozpadli i jeszcze tego mi kurwa brakowało #YoungForeverBTS CO ZA ULGA NAWET NIE WIECIE #SZCZĘŚLIWA;happy
1563;Długo wyczekiwana wiadomość!!! JEST JEST JEST :) :) :) #szczęśliwa;happy
1564;W końcu mam telefon #szczęśliwa Nigdy więcej tak długo bez telefonu (twarz ze łzami radości, uśmiechnięta buzia z oczami w kształcie serduszek);happy
1565;Jestem w Krakowie (uśmiechnięta twarz ze śmiejącymi się oczami) Właśnie idę pod Okno Papieskie. Będę czekać na papieża Franciszka (uśmiechnięta buzia) #szczęśliwa #ŚDM #WYD #Krakow2016;happy
1566;Przerwa w pracy jest najcudowniejszą rzeczą pod słońcem #szczęśliwa  (uśmiechnięta buzia z oczami w kształcie serduszek);happy
1567;ZDAŁAM MATURĘ!!!!! Ludzie!!!!:-D B-) :-# #matura2016 #zdałammaturę #szczęśliwa;happy
1568;Jednak Stare Znajomości Nie Rdzewieją :D #szczęśliwa;happy
1569;Dzisiaj ostatni raz widzę się z tą patologią #koniecrokuszkolnego #szczęśliwa;happy
1570;Dostałam pierwszą pochwałę w pracy za prowadzenie urodzin. #szczęśliwa (uśmiechnięta twarz ze śmiejącymi się oczami x 3);happy
1571;Moje piękne cudeńko (ciemnoczerwone serce x 4, uśmiechnięta buzia z oczami w kształcie serduszek x 3) #mynewbike #bike #bikes #cycling #racibórz #szczęśliwa #happy #gooddays;happy
1572;Moja siostra zerwala z tym idiotą! :D :D w końcu. #szczęśliwa;happy
1573;W podróży do Madrytu! #Szczęśliwa ;happy
1574;Czasami zamiast butów do biegania, warto założyć szpilki !:;neutral 
1575;Takie widoki to ja mogę mieć codziennie #szczęśliwa ;happy
1576;Cudowny dzień i chwile :) #szczęśliwa;happy
1577;Dotarłam! W końcu!!!!;happy
1578;Przemeblowałam sypialnię. Wykończona ale #szczęśliwa (uśmiechnięta twarz ze śmiejącymi się oczami x 4);happy
1579;Cieszę się, że jestem sobą, bo przynajmniej nikt mi nie powie, że kogoś udaję #szczęśliwa;happy
1580;I jak tu ich nie kochać #chłopaki #mojaklasa #dzieńkobiet #szczęśliwa (uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami, tulipan, róża);happy
1581;Dzisiaj byl idealny dzien (uśmiechnięta buzia) Wszystko pozalatwialam i upieklam z dziecmi babeczki  (uśmiechnięta buzia, szczerząca się twarz) #zadowolona #szczęśliwa;happy
1582;Tydzień się jeszcze nie skonczyl, ale już mam go ochote podsumować jako najlepszy w tym miesiącu, a może nawet kwartale. #szczęśliwa;happy
1583;Mała kanapka z dżemem truskawkowym, a tyle szczęścia.;happy
1584;Jeszcze tyko 1 dzień i można poszaleć przez weekend :) #szczęśliwa;happy
1585;"Pozostało jedynie 52godziny czystej pracy i weekend! je je je! #szczęśliwa końca coraz bliżej ;)";happy
1586;Luty będzie zajebisty! #szczęśliwa;happy
1587;Już czas. Mecz, który może zadecydować o mistrzostwie!;neutral 
1588;Nawet jak jest się daleko można sprawić radość drugiej osobie.. :);happy
1589;Z powodu awarii nastąpiła przerwa w dostawie wody na ulicach #Pereca i #Szczęśliwa.Planowany termin przywrócenia dostaw godzina 18:00;upset
1590;Udany dzień :D;happy
1591;Takie cudowności do mnie dotarły (uśmiechnięta twarz ze śmiejącymi się oczami);happy
1592;Oglądamy Gwiezdne Wojny: Przebudzenie Mocy <3 w Cinema City;happy
1593;Czasami cichy, powolny seks pod kołdrą też może być przyjemny. Warto nieraz zrezygnować z szaleństw i skusić się na coś takiego (ciemnoczerwone serce) #szczęśliwa;happy
1594;Ja zdążyłam nabyć bilet za zeta na niedzielny mecz @KingWilki a Wy ? ;happy
1595;Nic tak nie poprawia humoru jak popołudnie u koleżanki spędzone na zabawie z jej półrocznym synkiem :) #szczęśliwa;happy
1596;Jutro pierwszy raz od ponad tygodnia wyjdę z domu. #szczęśliwa Jak to człowiek nie docenia prostych przyjemności. Mądrze powiedziałam, co?;happy
1597;Bez nagiej fotki nie istnieje. Od kilku miesięcy obserwuję gusta i guściki i jednak jestem z innej epoki. #szczęśliwa;happy
1598;Maksymalna liczba punktów z wejściówki z ćwiczeń.!! #szczęśliwa;happy
1599;#najlepszy #dzień tego roku właśnie minął! Nic szczególnego,ale po prostu cały dzień byłam #szczęśliwa, takie wewnętrzne #szczęście! (uśmiechnięta buzia);happy
1600;Zmiana koloru #szczęśliwa;happy
1601;Z tak bliska jeszcze nie widziałam piłkarzy #Wisły. Z niektórymi nawet przybiłam sobie piątkę. #szczęśliwa :];happy
1602;Za godzinę do pracy,... Za 5 godzin weekend #szczęśliwa;happy
1603;to najcudowniejszy mężczyzna pod Słońcem. Właśnie pomógł mi naprawić mojego laptopa. #kochana #szczęśliwa #zadowolona;happy
1604;Jeju dzisiaj tez bylo cudownie, ja nawet nie mysle o internecie teraz #szczęśliwa jestem tak bardzo happy ze ojeeeeju (uśmiechnięta buzia z aureolą x 4, uśmiechnięta twarz ze śmiejącymi się oczami x 4);happy
1605;Kupiona deska snowboardowa, buty, kask - zimo możesz nadchodzić! :) #szczęśliwa;happy
1606;Dzień pierwszy: Lewa ręka, środkowy palec, mały pęcherz, a cieszy. #zmotywowana #szczęśliwa #gotowa_do_działania;happy
1607;23 piękne spadające gwiazdy i do tego kicia na kolankach była na mizianiu (uśmiechnięta twarz ze śmiejącymi się oczami);happy
1608;Wszystko dobre co się dobrze kończy (głupawy uśmieszek) #szczęśliwa #dziękuję;happy
1609;O my god - donatan odpowiedział na mój komentarz!!! Jestem podjarana!! #szczęśliwa :-) :-);happy
1610;Co czyni letni dzień piękniejszym? SKOKI NARCIARSKIE! #szczęśliwa;happy
1611;Szukałam tytułu do jednej piosenki kilka miesięcy i w końcu znalazłam! #szczęśliwa #kochajżycie;happy
1612;Po pierwszym dniu w pracy #szczęśliwa, nawet rowerem sobie pojezdzilam :D;happy
1613;Wszystko mnie boli, ale było fantastycznie ! #squash #świętochłowice #wymęczona #szczęśliwa;happy
1614;Fizyko medyczna - nadchodzę! #szczęśliwa;happy
1615;Dostałam zwrot z podatku, teraz hajs się zgadza #szczęśliwa (uśmiechnięta twarz ze śmiejącymi się oczami);happy
1616;"Marysia pokazała w końcu buzię na USG ??? wszystko ok;) #szczęśliwa";happy
1617;"Sesja...sesja...i po sesji..pierwsze terminy roztrzaskane :D #szczęśliwa :D widzimy się w październiku ;) :P";happy
1618;A wisienką na torcie jest to zdanie mojej siostrzenicy: jak byłam mniejsza to gadałam mamie że chcę być taka jak ty #szczęśliwa;happy
1619;Idealne popołudnie. #szczęśliwa <3;happy
1620;koncert ONE DIRECTION BYŁ SUPER. Dalej nie wieżę że na nim byłam. :) :) #SZCZĘŚLIWA ;happy
1621;Mam nowe małe cudeńko w uchu hehe *_* #szczęśliwa #weekend;happy
1622;"Wreszcie spokój :D ;* #Szczęśliwa ";happy
1623;Nauczyć się w trzy dni na kolokwium zaliczeniowe ze spółek będąc chorą i jeszcze je zdać. Normalnie cud :) #szczęśliwa #został1egzamin;happy
1624;Dostałam AWANS *-* #szczęśliwa;happy
1625;indeterminate jak wy, ale ja jestem pewna, że Barcelona wygra. #szczęśliwa;happy
1626;Dziś kolejny ważny dzień w moim , naszym rodzinnym życiu. Trzymajcie kciuki. :) #szczęśliwa #zakochana #mylittlebigfamily;happy
1627;30 km na rowerze i czuje się jak nowo narodzona <3 #rower #bike #maj #sunday #szczęśliwa #happy;happy
1628;"jezu, jedziemy chyba zaraz po psa do hodowli, zaraz sie popłacze #szczęśliwa (małpa ""nie mówię nic złego)";happy
1629;chciałam Ci tylko powiedzieć, że chyba zaliczę to kolokwium z całek :>>> #szczęśliwa;happy
1630;Mogę wreszcie powiedzieć że mam wakacje! #szczęśliwa;happy
1631;No to chyba mamy nowego prezydenta! (szczerząca się twarz) #szczęśliwa (wykres słupkowy, wykres z trendem zwyżkującym, uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami);happy
1632;No to radiologia już za mną :) #szczęśliwa ....A w nagrodę lody na obiad :);happy
1633;Marzycie o wycieczce do Disneylandu?Wymyślcie imię dla #Szczęśliwa Krówka i wygrajcie! ;happy
1634;Jestem szczęśliwa i chuj!;happy
1635;Moje skarby zdobyte dziś:) ;happy
1636;dzisiaj pływanie i rower! #szczęśliwa;happy
1637;Już 200 osób lubi mój blog na facebooku! Dziękuję wszystkim, którzy go promowali, odwiedzali czy pozostawiali komentarze #szczęśliwa (uśmiechnięta buzia);happy
1638;Śnieżka zdobyta! 8 godzin łażenia, nogi odmawiają posłuszeństwa (zdezorientowana mina) #szczęśliwa;happy
1639;Jestem jakoś miło szczęśliwa, każdemu życzę takiego stanu :3 #szczęśliwa;happy
1640;Udało się aaa #szczęśliwa;happy
1641;Kubuś się o mnie troszczy i wygania mnie lulu. Więc teraz #showertime, a później od razu do łóżeczka. Dobranoc! #szczęśliwa :3;happy
1642;Mam bilety na maj?wkę;happy
1643;Chcę być szczęśliwa, ale nikt nie chce mnie uszczęśliwić :( ;depressed
1644;Nareszcie odzyskałam komputer :) #szczęśliwa #pamiętniki #wampirów :);happy
1645;To co Kasiu, do końca sezonu nie masz już chyba problemu z wyborem stroju? :D #szczęśliwa #sukienka;happy
1646;dzisiaj mnie wspierał gdy szłam na popawe z niemieckiego i potem odprowadził mnie do domku #szczęśliwa (uśmiechnięta buzia);happy
1647;otrzymałam 2 kartki z Niemiec i jedną z Finlandii ^^ #szczęśliwa;happy
1648;Dzisiaj po raz pierwszy po długiej, bardzo długiej przerwie zjadłam loda! Jejku jak ja zatym smakiem sie steskniłam! #Szcześliwa;happy
1649;Niedługo ciotka napisze i jedziemy po nowy telefon. #szczęśliwa;happy
1650;...jestem SZCZĘŚLIWA :D :D :D dziękuje SŁONECZKO --że jesteś :))))))));happy
1651;2 tys. wyświetleń i przeszło 40 obserwacji na blogu!;happy
1652;Czasem miło powspominać, czy to był 2011 rok? Chyba tak, poprawił mi się humor :) #szczęśliwa ;happy
1653;Poranna kawa z czekoladą + musli z babanem :3 mniam mniam #szczęśliwa #w #krainie #rozkoszy #smutne #grubaski;happy
1654;Jutro festiwal (uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami x 3) #szczęśliwa dziękuję Panie Heniu (twarz przesyłająca całusa);happy
1655;Ten dzień jest piękny! Skrócili mi lekcje i odwiedziła mnie pani listonosz! :D #szczęśliwa #atopodobnoponiedziałek;happy
1656;Wygralam z tym kutasem walke o moje ulubione miejsce w autobusie #szczęśliwa;happy
1657;To tylko deszcz, nie moje łzy #Ira #Szczęśliwa;happy
1658;Jest! 100 000 wyświetleń! Dziękuję, że jesteście ze mną <3 #szczęśliwa #blog #100000 #wyświetlenia #dziękuję;happy
1659;Znalazłam tego jedynego #szczęśliwa (niebieskie serce, żółte serce, fioletowe serce, ciemnoczerwone serce);happy
1660;Dla mnie #piątek13 dzisiaj nie jest pechowy. (twarz z wysuniętym językiem i przymrżonym okiem, uśmiechnięta kocia mordka ze śmiejącymi się uszami) Mam w końcu pracę.(tancerz, mrugająca buźka) #szczęśliwa ;happy
1661;przygotowałam filmik z materiałów z całego roku i sama się popłakałam przy nim #szczęśliwa;happy
1662;Dostałam nowe ciuchy #szczęśliwa;happy
1663;#dawca #szpiku #jestem #tak #bardzo #szczęśliwa @FundacjaDKMS #JESTEM <3;happy
1664;Koniec nauki na dzisiaj :) #szczęśliwa #dumna #szalona :-P;happy
1665;Chcę być teraz szczęśliwa, nawet jeśli później miałabym cierpieć ;depressed
1666;Najpiękniejszy dzień w moim życiu nastąpił. I to bardzo bardzo nieoczekiwanie. #szczęśliwa :)));happy
1667;w końcu,ogarnęłam na kompie twittera. #szczęśliwa;happy
1668;5 z odpowiedzi z wosu (znak dłoni pokazującej Ok) pytania były z dupy wzięte, ale dałam rade #szczęśliwa (uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami);happy
1669;od walentynek minęły już dwa dni a ja nadal #szczęśliwa <3 #kocham #mojego #faceta;happy
1670;Ale przynajmniej mam zaproszenie na 50 twarzy Greya ^^ #szczęśliwa;happy
1671;"lecę na naleśniki ;D. #szczęśliwa";happy
1672;Sama zrobiłam:) takie piękne:) #szczęśliwa ;happy
1673;Lubie ten stan #szczęśliwa :) #happy;happy
1674;Niezastąpiona ja :) #szczęśliwa;happy
1675;kurwa jebana mać nie spodziewałam się #szczęśliwa #zdziwiona #uradowana #impreza #wyjazd;happy
1676;Cieszmy się z małych rzeczy bo wzór na szczęście w nich zapisany jest ....#szczęśliwa;happy
1677;Ogłaszam wszem i wobec, że rozpoczynam FERIE!! #tak #bardzo #szczęśliwa;happy
1678;Już w autobusie <3 #szczęśliwa #happy;happy
1679;i nigdy nie jest #zaspokojone, zaś #miłość zawsze coraz więcej daje i jest #szczęśliwa. ;happy
1680;a jednak wieczorem jadę robić tatuaż #szczęśliwa;happy
1681;Jutro też nie idę do szkoły :D #szczęśliwa;happy
1682;Jutro powinna iść do szkoły, ale jestem chora i mam jeszcze dwa dni wolnego #szczęśliwa (szczerząca się twarz);happy
1683;Zdałam!! #prawojazdy #prawko #szczęśliwa;happy
1684;Pierwszy dzień ćwiczeń zaliczony #szczęśliwa;happy
1685;WRÓCIŁAM Z PRACY #SZCZĘŚLIWA;happy
1686;Aaaa, w Zamościu spadł śnieg. #szczęśliwa :D;happy
1687;Mam i ja! Album zakupiony,teraz czekam na koszulkę Lotmana :)) #szczęśliwa;happy
1688;Prezenty już czekają na otwarcie ! Ach ta magia świąt :3 #SZCZĘŚLIWA (uśmiechnięta twarz z otwartymi ustami i śmiejącymi się oczami);happy
1689;Yuuupy....komputer działa ^^ #Szczęśliwa;happy
1690;Wykończona, padnięta, prawie gotowa i #szczęśliwa czekam na Gwiazdkę;happy
1691;Już niedługo święta #święta #szczęśliwa :) ;happy
1692;Jeden z najpiękniejszych dni w moim życiu. 02.02.2008r godzina 12'20 malutka istotka z pięknymi czarnymi oczkami spojrzałam na mnie, skradła me serce.Spełnienia marzeń królewno (twarz przesyłająca całusa x 4);happy
1693;CHŁOPAK KTÓRY MI SIĘ PODOBA ZAAKCEPTOWAŁ MOJE ZAPROSZENIE NA FACEBOOKU >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> ZGON ! #SZCZĘŚLIWA;happy
1694;"Nawet jeśli w grę wchodzi dogrywka, jestem #szczęśliwa że ten etap właśnie się skończył. Pierwszy raz taka ""#polityka"" w moim mieście.";happy
1695;"dziś dzień pluszowego misia ;) Damon jedzie ze mną do pracy #szczęśliwa";happy
1696;Skończyłam pisać referat z Teorii języka!! I jestem bardzo #szczęśliwa z tego powodu :D!!;happy
1697;Synuś! #szczęśliwa #mama;happy
1698;I znowu godziny dziekańskie 24 i 25.11 ! żyć nie umierać !! #szczęśliwa #godzinydziekańskie #studenckieżycie;happy
1699;Nie liczę czasu, jestem szczęśliwa;happy
1700;Obroniłam bramke (kier) I to bez użycia rąk (uśmiechnięta buzia) 5 razy (kier)#Szczęśliwa;happy
1701;W 15 minut otwarłam konto w Mbanku nie to co w Pekao 2 godziny #szcześliwa;happy
1702;Taaaaaaaaaak :D Wyniki są prawidłowe #szczęśliwa :D :D;happy
1703;Kocham Cię, Życie! #szczęśliwa;happy
1704;Nowy płaszczyk !!! Wreszcie :D #podekscytowana #zadowolona #dumna #szczęśliwa #uśmiechnięta;happy
1705;Ooo odplątałam :D #szczęśliwa;happy
1706;Telefon odzyskany aaa nareszcie :) #szczęśliwa;happy
1707;Gdyby ktoś mnie szukał, jestem w siódmym niebie. Ło dzizess jak tu wysoko.#szczęśliwa;happy
1708;Co za wspaniały dzień dzisiaj ^^ #szczęśliwa;happy
1709;Andzia ma simsy 4 i mi jutro zainstaluje (uśmiechnięta twarz ze śmiejącymi się oczami, znak kciuka w górę x 6, ciemnoczerwone serce) #szczęśliwa ;happy
1710;Tak.. Tego potrzebowałam. Spokoju. Chwili spokoju i odpoczynku. #szczęśliwa;happy
1711;#szczęśliwa po udanym kilku godzinnym spotkaniu z moją najlepszą przyjaciółką i fajnym kumplem z klasy *-*;happy
1712;Jutro piątek! Dom! #piątek #wkońcu #szczęśliwa;happy
1713;Poniedziałek jak na razie jest całkiem ok, zobaczymy na jak długo... #poniedziałek #szczęśliwa;happy
1714;Och taki cudowny początek dzisiejszego dnia. :D #szczęśliwa;happy
1715;Przytulny kącik! #szczęśliwa ;happy
1716;"Ha! Czyż to nie piękny dzień? Będą nowe trampki do zdjęć ;) @bezmasla czy Ty to widzisz? ;) #szczęśliwa ";happy
1717;Lepiej udawać #szczęśliwą niż tłumaczyc każdemu co mi jest;depressed
1718;ehhh dobrze, że w domku jest cieplutko ^^ #szczęśliwa -?- ?;happy
1719;Na na na zrobiło come back :) #szczęśliwa i #dumna;happy
1720;"niby komplement a jednak smutno "" za mało ważysz "" i teraz moje marzenia o obżeraniu się wszystkiego co popadnie ma sens :) #szczęśliwa";indeterminate
1721;Jeszcze tylko jutro i się bawimy <3 ! #tak #bardzo #szczęśliwa <3;happy
1722;Tak na dobry początek dnia :-D #Igła #Sebastiana #Mamy #Mistrza #MŚ #Poland #volleyball #taka #szczęśliwa http://;happy
1723;Dziękujemy chłopcy! <3 Polska Mistrzem Świata! #dumna #szcześliwa #złoci_chłopcy :3;happy
1724;lelelele jeden z najciekawszych weekendów w moim życiu #szczęśliwa #kochamżycie #nicniedziejesiębezprzyczyny;happy
1725;Przepiękny zachód słońca :-) #happy #szcześliwa #zachódsłońca #sunset #grecja #wyspa #kos #plaża #morze #honeymoo...;happy
1726;"I na koniec ""Zawsze Tam Gdzie Ty"" płaczę ;'') :D #szczęśliwa";happy
1727;Browooo #TeamPoland . Kocham Was ! LICZĘ NA FINAŁ ! #szczęśliwa;happy
1728;mmm...grzanki z serem.... mniam. #szczęśliwa;happy
1729;O matko właśnie dowiedziałam sie że wygrali, oni to potrafią trzymać w niepewności #SZCZĘŚLIWA !!!! :);happy
1730;każdy ma na mnie wyjebane <33333333333 #fchuj #szczęśliwa #nie #ma #co ;depressed
1731;Dziękuje Ada za cudowny prezent. Co prawda miesiąc szybciej ale to nic :* #kochana #Ada #szczęśliwa;happy
1732;No to budujemy domek w simsach (szczerząca się twarz) #Szcześliwa;happy
1733;moja ukochana siostra przyjezdza dziś lub jutro :) #szczęśliwa;happy
1734;jestem tak bardzo #szczęśliwa;happy
1735;Marzenia sie spełnia (uśmiechnięta buzia z oczami w kształcie serduszek) #szczęśliwa;happy
1736;popłakałam się po przeczytaniu wiadomości #jestem #szczęśliwa <3 boziuu;happy
1737;Było ciekawie.. I dziwnie. Ale byłam całe popołudnie z nim *.* #szcześliwa #dobrzemiećjego;happy
1738;Mam autografy całej reprezentacji Niemiec! Strasznie sympatyczni ludzie :D #szczęśliwa;happy
1739;Dziękuję za wspaniały mecz .. :D Zawsze mamy słabe chwile ale nigdy się nie poddawajmy !! #żużel #włókniarz #ckm #szczęśliwa #dziękuję;happy
1740;Życie bez zajebistych ludzi byłoby takie nudne (wytrwałość na twarzy) #Szczęśliwa;happy
1741;Bartek był u mnie i tłumaczył i matematykę .... i wiecie co ?! OGARNIAM <3 :D #szczęśliwa;happy
1742;"nie mogło być lepiej ;) #szczęśliwa";happy
1743;Taki beznadziejny dzień, ale Norman zlajkował moje profilowe na Fb <3 #taka #szczęśliwa;happy
1744;#Szczęśliwa bo #stać #mnie po #ciężkiej #pracy na #ciacho w #restauracji #Gdynia #wakacje #wspomnienia ?;happy
1745;Bardzo udany ostatni dzień wakacji (uśmiechnięta twarz ze śmiejącymi się oczami) #Szczęśliwa;happy
1746;Czuje, że to będzie najlepsze zakończenie wakacji ever. #szczęśliwa;happy
1747;Laptopa mi naprawili #szczęśliwa;happy
1748;Syn w końcu w domu!#szczęśliwa;happy
1749;Dziś spędziłam czas z przyjaciółką i jej chłopakiem i było zajebiście ^.^ Urodziny udane *---* Spodobał jej się prezent ode mnie #szczęśliwa;happy
1750;ponad 500 zł mam :) a jutro zakupy #szczęśliwa !!;happy
1751;Tooo idziem ! #szczęśliwa #urodziny;happy
1752;Doskonałe uwieńczenie dnia :D #szczęśliwa #MamZajebistychPrzyjaciół;happy
1753;Moja babcia to anioł ! Zapakowała mi rosół do domku !!! :D #szczęśliwa;happy
1754;Zapowiada się intensywny dzień. :) #szczęśliwa #pakowanie #sprzątanie #meczowo #yupi :* <3;happy
1755;Kilka chwil może zmienić wszystko. #szczęśliwa #czego #chcieć #więcej #holidays #summer #tak #mało #snu #tak #mał...;happy
1756;kurwa nie moge uwierzyć! #jestem #strasznie #szczęśliwa #5sos #mnie #obserwuje #cała #się #trzęse #omg;happy
1757;Miałam kosić trawę ale zaczął padać deszcz #szczęśliwa;happy
1758;już o 19 będę w hiszpanii, czaicie to? #tak #bardzo #szczęśliwa;happy
1759;"Nie lubię brać od rodziców kasy, ale tato mi ją wepchnął i powiedział, że wydał by ją na fajki a tak to woli dac coś nam ;D #szczęśliwa";happy
1760;No to w domu, nareszcie ..... #szczęśliwa (uśmiechnięta twarz ze śmiejącymi się oczami) To po tych 3 dniach, czas na pizzę (kawałek pizzy x 3) #happy;happy
1761;O KURWA KAROL MA DLA MNIE KOSZULKE Z AUTOGRAFAMI WLODKA I KAROLA Z LS'A :ooo jednak mnie słuchał xD #szczęśliwa;happy
1762;Maria w kuchni. Maria w swoim żywiole #szczęśliwa;happy
1763;Burza idzie :3333 #szczęśliwa;happy
1764;Nie mogę już spać bo wiem że dziś jadę. #szczęśliwa <3;happy
1765;Dzisiaj miałam taaaaaaki obiad... Sama indeterminate jak dałam radę go zjeść jednego dnia. Przeciętny student wyżyłby tydzień.(mrugajaca buźka, uśmiechnięta buźka z otwartymi ustami i zimnym potem x 2) #szczęśliwa;happy
1766;Nareszcie nauczyłam się robić screena na telefonie :D #szczęśliwa ;happy
1767;Już tęsknię Mordeczki :* #polishgirl #me #now #trip #lecimy #nareszcie #szczęśliwa #smutna #miss #goodbye #Kołobr...;depressed
1768;W końcu po tygodniu męk mam znowu internet c: #szczęśliwa;happy
1769;Jedno z miejsc gdzie zawsze byłam #szczęśliwa, małe #jeziorko ukryte za wzgórzem. Wiele szczęśliwych chwil;happy
1770;leje ze śmiechu #szczęśliwa #holidays #mountains #polishgirl #summer #polishgirl #followback #openfollow #teamfol.;happy
1771;Moje #pierwsze najcudowniejsze #VedicArt #szczęśliwa <3 ;happy
1772;Kocham być szczęśliwa, niestety rzadko doświadczam tego uczucia ;depressed
1773;Nareszcie spotkałam się przyjaciółką :* #szczęśliwa #przyjaciele;happy
1774;Nie mam przyjaciół, ale mam swoje łóżko, #szczęśliwa :3 ;indeterminate
1775;Jakie przyjemne uczucie .....iść jutro ostatni dzień do pracy przed urlopem #szczęśliwa :):):);happy
1776;27.07 wracam do #Warszawy kocham to miasto #szczęśliwa;happy
1777;Nareście koniec remontu ! :D #szczęśliwa;happy
1778;No to pierwszy dzień pracy za mną :D #happy #szczęśliwa #NewJob;happy
1779;Kupiłam sobie dzisiaj śliczną, rozkloszowaną spódniczkę *.* #szczęśliwa;happy
1780;Ale to miłe, że ktoś mnie kocha i jest ze mną bez mojej wiedzy xx #szczęśliwa <3;happy
1781;Och co za piękna wypłata!!!!! #szczęśliwa;happy
1782;gorszego dnia nie mogłam mieć ? zjebanie po całości , w dupie mam to wszystko . #jestem #w #chuj #szczęśliwa ...;upset
1783;Moja mama jedzie do Barcelony i mnie zostawia samą na tydzień #Szcześliwa;happy
1784;20 km na rowerze. <3 #szczęśliwa;happy
1785;"W końcu zajmuję się czymś,co sprawia mi przyjemność.Mimo,że reportaż nie jest moją najmocniejszą stroną;) #szczęśliwa ";happy
1786;Nareszcie posprzatane :) #szczęśliwa #clean #my #home;happy
1787;Dostałam sie do plastyka!!! Najpiękniejszy dzień w moim życiu. #szcześliwa ;happy
1788;Herbatka w doborowym towarzystwie Mamy i Karoliny :) #uśmiechnięta #zadowolona #szczęśliwa #herbata;happy
1789;Już niebawem TO się wydarzy!!! Jeeest!!! :-) #szczęśliwa #podjarana #czekam :-);happy
1790;Już razem 2 lata 9 miesięcy i 2 dni :) #szczęśliwa;happy
1791;Trochę słońca i człowiek się gubi... Pójść na #rower, a może #biegać? :D #szczęśliwa;happy
1792;Kotuś dobre rzeczy zapisał. dwa wziewy i już lepiej się żyje #szczęśliwa;happy
1793;2 kilogramy mniej!(kier) #szczęśliwa;happy
1794;jagodzianki mamy są najlepsze :D #najedzona #i #szczęśliwa ! (kier);happy
1795;jeśli wszystko dobrze pójdzie to w mojej rodzinie po raz pierwszy urodzą się bliźnięta! :) #szczęśliwa;happy
1796;nigdy nie myślałam że raz na zawsze pozbędę się mojej klasy #szczęśliwa;indeterminate
1797;Jejciu jutro zakończenie roku szkolnego.... będę tęsknić za tą patologią w klasie i tymi paszurami <33 Będzie fajnie ^^ #szczęśliwa;happy
1798;Jak można tyle czasu wytrzymać z tak nieznośną i złośliwą osobą, mimo wszystko jestem #szczęśliwa .;happy
1799;Pierwsza przejażdżka na rowerze #najlepiej #szczęśliwa;happy
1800;Zmieniłam podejście :D Musi mi się udac ! :3 #szczęśliwa :3;happy
1801;ooo kolejne dwie stówki do kieszeni, dopiero zauważyłam, że na biurko mi mamusia położyła #szczęśliwa;happy
1802;Wczesniej tak bardzo chciałam mieszkać we Wrocławiu żeby się widywać ze słoneczkiem,a teraz słoneczko przeprowadza się do Wawy #szczęśliwa;happy
1803;bedziemy miec tam darmowe wifi #szczęśliwa;happy
1804;Nagrałam dziś muzykę do tekstu :) #szczęśliwa;happy
1805;"Jest !! Udało się mam czerwony pasek ! ;) #szczęśliwa";happy
1806;Jutro po szkole przyjeżdża Ania na noc :D #szczęśliwa;happy
1807;Cztery z geografii! To chyba mój szczęśliwy tydzień! :) <3 #szczęśliwa;happy
1808;Ostatni dzień męki #Chwała #Panu #tak #bardzo #szczęśliwa #niemiecki #polski #i #koniec #Chłopi #mnie;happy
1809;Doberek ! Kolejny ciepły dzień! #szczęśliwa;happy
1810;"""Wiozę się pomału."" yea. ! pozytywny pozytywnie. #szcześliwa i w ogóle fajnie jest.";happy
1811;W życiu bywa jak w pogodzie- czasem potrzebna jest burza, żeby potem móc się podwójnie cieszyć ze słońca :) #szczęśliwa;happy
1812;@zawszeWKS to będzie najlepszy dzień w naszym życiu :D Jedziemy na Memoriał! *.* #szczęśliwa #odliczamy;happy
1813;Uwielbiam dobrą kawę #szczęśliwa #bff;happy
1814;ma potwierdzoną prace w przedszkolu! #szczęśliwa #radość #zajebiście #awesome ;happy
1815;Jednak te wakacje nie będą takie złe #szczęśliwa;happy
1816;wszytsko zaczyna się układać . #szczęśliwa #jak #nigdy;happy
